,index,Player,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,Season,cluster
3,23,Bam Adebayo,33.333333333333336,6.733333333333333,12.333333333333334,0.5486666666666666,0.0,0.13333333333333333,0.131,4.266666666666667,5.666666666666667,0.7496666666666667,2.766666666666667,2.6999999999999997,2.4333333333333336,7.300000000000001,9.799999999999999,4.566666666666667,1.1333333333333333,0.8666666666666667,17.766666666666666,2020.0,1
4,25,Ben Simmons,33.9,6.1,10.75,0.5685,0.05,0.15000000000000002,0.293,3.1,5.050000000000001,0.617,3.25,3.0999999999999996,1.8,5.699999999999999,7.5,7.45,1.85,0.6,15.35,2019.5,1
5,29,Bogdan Bogdanovic,28.933333333333334,5.366666666666667,11.766666666666667,0.4533333333333333,2.7000000000000006,6.766666666666667,0.4003333333333334,0.9666666666666667,1.2,0.8119999999999999,1.2666666666666666,2.1,0.4000000000000001,3.1333333333333333,3.5,3.0666666666666664,0.9333333333333332,0.2333333333333333,14.366666666666667,2020.0,1
6,30,Bojan Bogdanovic,31.366666666666664,5.933333333333333,13.266666666666666,0.449,2.6666666666666665,6.633333333333334,0.40399999999999997,3.4333333333333336,3.8000000000000003,0.9013333333333334,1.9333333333333333,1.5666666666666667,0.6666666666666666,3.3333333333333335,4.0,1.9666666666666668,0.5333333333333333,0.06666666666666667,18.0,2020.0,1
7,40,Buddy Hield,31.266666666666666,5.966666666666666,14.566666666666668,0.4076666666666667,3.7999999999999994,9.933333333333332,0.383,1.5,1.8,0.843,1.9000000000000001,2.3,0.6666666666666666,3.8666666666666667,4.5,2.9333333333333336,0.8333333333333334,0.26666666666666666,17.233333333333334,2020.0,1
8,42,Cade Cunningham,31.7,5.6,14.7,0.379,2.3,7.4,0.308,1.5,1.8,0.844,3.8,2.6,1.1,5.4,6.6,4.6,1.3,0.6,14.9,2021.0,1
9,48,Carmelo Anthony,28.5,5.1000000000000005,11.933333333333332,0.42966666666666664,1.9666666666666668,4.866666666666666,0.4036666666666666,2.1,2.4666666666666663,0.8506666666666666,1.1333333333333335,2.466666666666667,0.7999999999999999,3.6333333333333333,4.433333333333334,1.2666666666666666,0.7666666666666666,0.5666666666666667,14.299999999999999,2020.0,1
10,51,Chris Duarte,29.6,5.2,12.3,0.419,1.9,5.4,0.346,0.9,1.3,0.71,1.7,1.8,0.5,3.5,4.1,2.0,1.1,0.1,13.1,2021.0,1
11,52,Chris Paul,31.766666666666666,5.8999999999999995,12.033333333333331,0.48966666666666664,1.3666666666666665,3.6666666666666665,0.36733333333333335,3.033333333333333,3.466666666666667,0.8883333333333333,2.3,2.2333333333333334,0.3333333333333333,4.133333333333333,4.5,8.566666666666666,1.6666666666666667,0.26666666666666666,16.2,2020.0,1
12,53,Christian Wood,26.549999999999997,5.4,10.75,0.5165,1.3,3.4499999999999997,0.377,2.5999999999999996,4.0,0.659,1.6,1.95,1.75,6.95,8.7,1.65,0.5,1.0,14.8,2020.0,1
13,55,Clint Capela,30.0,5.85,9.95,0.582,0.0,0.0,0.0,1.65,3.0,0.5405,0.8999999999999999,2.3499999999999996,4.35,9.1,13.5,1.05,0.8,1.7,13.3,2020.5,1
14,56,Coby White,28.5,5.1,12.649999999999999,0.405,2.2,6.199999999999999,0.3565,1.75,2.05,0.8460000000000001,2.0,2.2,0.4,3.4000000000000004,3.8,3.75,0.7,0.15000000000000002,14.149999999999999,2019.5,1
15,77,Darius Garland,32.86666666666667,6.2,14.033333333333333,0.43933333333333335,2.1333333333333333,5.6000000000000005,0.38000000000000006,1.8,2.0333333333333337,0.8673333333333333,3.1999999999999997,1.8,0.4666666666666666,1.9333333333333336,2.4,5.766666666666666,1.0333333333333332,0.10000000000000002,16.333333333333332,2020.0,1
16,80,Davis Bertans,27.5,4.15,9.850000000000001,0.41900000000000004,3.35,8.1,0.4095,1.85,2.15,0.861,0.8500000000000001,2.5,0.44999999999999996,3.25,3.7,1.3,0.6499999999999999,0.4,13.45,2019.5,1
17,82,De'Andre Hunter,32.0,4.4,10.8,0.41,1.7,4.8,0.355,1.7,2.3,0.764,1.6,2.9,0.7,3.8,4.5,1.8,0.7,0.3,12.3,2019.0,1
18,88,Deandre Ayton,30.75,6.75,10.95,0.62,0.1,0.3,0.2,1.75,2.55,0.6930000000000001,1.65,2.55,3.15,7.65,10.8,1.45,0.7,0.95,15.350000000000001,2020.5,1
19,89,Dejounte Murray,30.766666666666662,6.333333333333333,13.966666666666669,0.454,0.9666666666666667,2.9,0.3433333333333333,1.5333333333333332,2.0,0.7623333333333333,1.9666666666666668,2.066666666666667,0.9666666666666667,6.133333333333334,7.1000000000000005,5.966666666666666,1.7333333333333334,0.26666666666666666,15.133333333333333,2020.0,1
